search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
playstation 5,/watch?v=mHLeVlf0jtM&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@tcmfgamesofficial,TCMFGamesOFFICIAL,PLAYSTATION 5 - PS5 PRO 5K UPGRADE / A BIG CHANGE AT SONY ! / NEXT BIG EVENT GOES LIVE TOMORROW WIT…,19K views,14 hours ago,Channel Topics * PSSR PS5 Pro 2026 * Fable PS5 * Forza Horizon 6 PS5 * Marathon PS5 Pro * Sony Bravia TVs news 2026 ...,2026-01-22 06:40:41.740445
playstation 5,/watch?v=MepGo2xmVJw&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@mkbhd,Marques Brownlee,PlayStation 5 Review: Next Gen Gaming!,8.1M views,5 years ago,PS5 review from a casual gamer. PS5 Accessories: https://youtu.be/Sye31IVjiss The Controller: https://youtu.be/imx_-6tHjhw PC ...,2026-01-22 06:40:41.743452
playstation 5,/watch?v=7TBPrYJDoDE&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@PlayStation,PlayStation,First Look at the PlayStation 5 User Experience,13M views,5 years ago,Finally - here's a sneak peek at the PlayStation 5's user experience! Watch our new video walkthrough to see new features ...,2026-01-22 06:40:41.744642
playstation 5,/watch?v=ZwOLV9kTy1g&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@GearsAndTech,Gears and Tech,Awesome PlayStation 5 Secrets! #PS5 😱🤯😲,275K views,1 year ago,Welcome to Gears and Tech! ~ Congrats on your New PS5 System. The Playstation 5 has tons of great features and tech. Ill show ...,2026-01-22 06:40:41.745963
playstation 5,/watch?v=6HaRMiTfvks&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,PlayStation 5 Pro Console - Reveal Trailer,3.9M views,1 year ago,"PlayStation®5 Pro Console Witness Play Unleashed™ With the PlayStation®5 Pro console, the world's greatest game creators ...",2026-01-22 06:40:41.746899
playstation 5,/watch?v=VkEkl5MkuuY&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@Vermax,Vermax,PS5 Pro vs XBOX Series X in 2025…,134K views,2 months ago,My NEW Mousepads - https://elevateculture.co/ My NEW Mousepads - https://elevateculture.co/ My NEW Mousepads ...,2026-01-22 06:40:49.136880
playstation 5,/watch?v=LLAYqOEkYPI&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@BenRowlands,Ben Rowlands,57 Things To Do When You Get A PS5!,187K views,3 weeks ago,57 PlayStation Features that you NEED to KNOW! These are some of the most important PlayStation 5 tips and hidden features for ...,2026-01-22 06:40:49.137574
playstation 5,/watch?v=TvTg2IwWzNA&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SpawnPoiint,SpawnPoiint,15 Tips Every PS5 Owner NEEDS to Know!,903K views,11 months ago,"The top PS5 tips and features every PS5 owner needs to know in 2025. From free games to better graphics, custom wallpapers ...",2026-01-22 06:40:49.138454
playstation 5,/watch?v=ftiBJKcxgH8&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SpawnPoiint,SpawnPoiint,PlayStation Portal: 2 Years Later Review,706K views,4 months ago,"The PlayStation Portal launched nearly 2 years ago, but is it worth buying one in 2025? What's changed, has it improved and ...",2026-01-22 06:40:49.139261
playstation 5,/watch?v=5qooqjVhrzE&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@oasthar,Oasthar,Nintendo Switch 2 vs PlayStation 5 – Which Console Wins 2025?,51K views,6 months ago,Nintendo Switch 2 vs PlayStation 5 – Which Console Should You Buy in 2025? AMAZON Deals (Up to 20% OFF): Nintendo ...,2026-01-22 06:40:49.140173
playstation 5,/watch?v=f-_sFKPmtqA&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStationGrenade,PlayStationGrenade,"30 PS5 Tips, Tricks and Secret Settings",967K views,1 year ago,... Playstation x Discord Adam's Twitter – twitter.com/AdamGrenade Epic Creator code – ADAMARU #playstation5 #PS5secrets ...,2026-01-22 06:40:49.140857
playstation 5,/watch?v=b98sVg-YM4I&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@BooredAtWork,Booredatwork.com,PS5 Pro vs PS5 Slim vs PS5: What's the difference???,695K views,1 year ago,The PlayStation 5 lineup just got bigger with the launch of the PS5 Pro and all its power with16.7Tflops; joining the lineup of the ...,2026-01-22 06:40:49.141956
playstation 5,/watch?v=3Pzkp5Ue21c&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Hexuga,Hexuga,Top 60 Best PS5 Games of All Time || 60 amazing games for PlayStation 5,172K views,1 month ago,"In this video, we countdown the Top 60 PS5 Games of All Time, including fan favorites, award-winning exclusives, blockbuster hits ...",2026-01-22 06:40:49.142543
playstation 5,/watch?v=s3pDMUWlA6I&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Marvel’s Wolverine - Gameplay Trailer | PS5 Games,10M views,3 months ago,"Descriptive Audio version available. Become a living weapon. As he searches for answers about his past, Wolverine will do ...",2026-01-22 06:40:49.143136
playstation 5,/watch?v=P4Lshbq27nw&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@DIYPerks,DIY Perks,Building a stealthy PlayStation 5...,7.6M views,4 years ago,"The PS5 gets a makeover! Also, you can get the AWESOME dbrand DarkPlates at: http://dbrand.com/DIYdarkplates OFFICIAL ...",2026-01-22 06:40:49.143970
playstation 5,/watch?v=6cQDQzqwAlE&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SpawnPoiint,SpawnPoiint,This is Why I Like the PS5: 4 Year Review,719K views,11 months ago,"We've had the PlayStation 5 for over 4 years now, and this is my long term review. I want to talk about my experience with the PS5 ...",2026-01-22 06:40:49.144675
playstation 5,/watch?v=Y3WsIQFnUiM&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@superplayers_,Superplayers,20 awesome PlayStation 5 secrets! #PS5 😱🤯😲,5M views,4 years ago,"Check out these 20 little known secrets, tips and curiosities of this amazing console!",2026-01-22 06:40:49.145554
playstation 5,/watch?v=Gsc8T_4Fdl4&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Xtracion,Xtracion,Sony PlayStation 5 PS5 Slim Disc Console Unboxing - ASMR,1.5M views,2 years ago,Here we Xtract and unbox the Sony PlayStation 5 PS5 Slim Disc Console Do Consider Subscribing To My Channels!,2026-01-22 06:40:49.146365
playstation 5,/watch?v=-0UrxVnRxLo&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@austinevans,Austin Evans,The New PS5 Slim is WORSE,841K views,3 months ago,Thank you to Creative Electron for the X-Ray images! https://creativeelectron.com/ Just got my hands on Sony's brand new PS5 ...,2026-01-22 06:40:49.147039
playstation 5,/watch?v=wBHQygi6d8c&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Mrwhosetheboss,Mrwhosetheboss,PlayStation - 39 Things They Didn't Tell You.,7M views,2 years ago,"Subscribe so we can overtake Apple (16.9M subs!) I spend a LOT of time trying to make my videos as concise, polished and ...",2026-01-22 06:40:49.148226
playstation 5,/watch?v=5mXUjqk5T7Q&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Street Fighter 6 - Alex Gameplay Trailer | PS5 & PS4 Games,79K views,7 hours ago,"https://www.playstation.com/en-us/games/street-fighter-6/ Alex, the Big Apple brawler, will make his descent into the ring of Street ...",2026-01-22 06:40:49.148909
playstation 5,/watch?v=xQ5wr8pDwnM&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@NextGenGamers-k6x,NextGenGamers,15 PS5 Games Everyone's Talking About for 2026,661K views,1 month ago,... 2026 is shaping up to be the best year in PlayStation 5 history. This comprehensive guide covers everything you need to know ...,2026-01-22 06:40:49.149543
playstation 5,/watch?v=hyIiy3IAUvQ&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@BenRowlands,Ben Rowlands,Xbox vs PlayStation: Which Should You Buy In 2026?,149K views,5 months ago,"In this ultimate comparison, we break down Xbox Series X|S vs PlayStation 5 across gaming performance, exclusive titles, Game ...",2026-01-22 06:40:49.150212
playstation 5,/watch?v=Ne7cq2_MjPA&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@RGT85,RGT 85,The PS5 Has Been Hacked And It's About To Get Crazy....,83K views,2 weeks ago,Cameo: http://cameo.com/rgt_85 Twitter: http://twitter.com/rgt_85 Facebook: http://www.facebook.com/rgt85 #ps5 #playstation5.,2026-01-22 06:40:49.150978
playstation 5,/watch?v=m-fO4MCaOyU&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@OpenSurprise,Open Surprise,"PlayStation 5 Fortnite Flowering Chaos Bundle for Black Friday | Unboxing, Setup & Review",55K views,1 month ago,PS5 #fortnite #playstation5 PlayStation 5 Slim Disc Edition 825GB Console Fortnite Flowering Chaos Bundle Unboxing and ...,2026-01-22 06:40:49.151755
playstation 5,/watch?v=UlIKWNwIu0E&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@pushsquare,Push Square,Don't Ignore These Upcoming PS5 Games | PlayStation 5,1.7K views,13 hours ago,"We all know about the big hitters, but here's a look at 10 upcoming PS5 games that you shouldn't ignore. From horror movie tie-ins ...",2026-01-22 06:40:56.324720
playstation 5,/watch?v=Zd_v6xnD770&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@WorldofTech,WorldofTech,PS5: How to Setup (step by step for beginners),1.8M views,5 years ago,I show you how to setup / connect the PS5 (Playstation 5) step by step right out of the box. Hope this helps. Look here to see how ...,2026-01-22 06:40:56.326152
playstation 5,/watch?v=X13q67xeQVM&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SwitchPlayGaming,SwitchPlay Gaming,PlayStation 5 Unboxing (Sony PS5 Slim + ASTRO's Playroom Gameplay),43K views,1 month ago,Unboxing the Sony PS5 (PlayStation 5 Slim Standard White) gaming console. The PlayStation 5 (PS5) is a home video game ...,2026-01-22 06:40:56.327801
playstation 5,/watch?v=4h2Hz4WqZyA&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SpawnPoiint,SpawnPoiint,PS5 Pro: 6 Months Later Review!,495K views,7 months ago,"After 6 months and hundreds of hours with the PS5 Pro, is it really worth buying? Do PS5 Pro enhanced games look that much ...",2026-01-22 06:40:56.329700
playstation 5,/watch?v=cwL0FqJFkxU&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@JohnGlasscock,John Glasscock,Don't Buy A PlayStation Portal Until You See This,1.6M views,1 year ago,The PS Portal is actually a PS5 remote play device that connects to your PlayStation 5 only when it has power or in Rest Mode.,2026-01-22 06:40:56.331369
playstation 5,/watch?v=6dN-zDitRwo&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@JustVlads,Just Vlad,Sony Playstation 5 - PS5 Unbox & Setup,4.7M views,5 years ago,PlayStation 5 Console Amazon: Buy it here: https://geni.us/wOpfO Recommended: http://geni.us/JustVlads Lightning Speed ...,2026-01-22 06:40:56.333088
playstation 5,/watch?v=q1m39rXSQ6Y&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@MysticRyan,Mystic,"Just Got A PS5? WATCH THIS FIRST!!! PS5 Setup, Tips & Tricks, Everything You Should Know.",4.7M views,4 years ago,"If you just got a PlayStation 5 or if you're a relatively new owner, you've come to the right place. In this one we're gonna go over ...",2026-01-22 06:40:56.334226
playstation 5,/watch?v=0rCbfsuKdYw&t=11s&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Mrwhosetheboss,Mrwhosetheboss,I bought every Playstation Ever.,26M views,3 years ago,"Unboxing and Testing every Playstation - PS1, PS2, PS3, PS4, PS5 and beyond! Go to https://darkplates.com to get your ...",2026-01-22 06:40:56.335701
playstation 5,/watch?v=r7KoIBaHbNY&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@SpawnPoiint,SpawnPoiint,PS5 vs Xbox in 2025: Which is Better?,601K views,8 months ago,"PS5 vs Xbox Series X in 2025, which is actually the better console? We're talking games, controllers, accessories, game pass vs ...",2026-01-22 06:40:56.336931
playstation 5,/watch?v=wzsxiOR3t8s&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Busineer,Busineer,Inside Japan's PlayStation Factory: How PlayStation 5 Is Made,207K views,6 months ago,"Ever wondered how the PlayStation 5 is made? In this video, we take you inside Sony's cutting-edge factory in Japan to uncover ...",2026-01-22 06:40:56.338046
playstation 5,/watch?v=IT9wWQPCibg&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@POGProductionz,POGProductionz,Setting Up My Fortnite PS5 Slim for The First Time,94K views,4 weeks ago,Setting up my new Fortnite Flowering Chaos Bundle Playstation 5 slim console and going thru the setup process for the first time ...,2026-01-22 06:40:56.339166
playstation 5,/watch?v=zO_KBPffCpE&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@GregsWorld,Greg's World,WE GOT A PLAYSTATION 5!,560K views,5 years ago,"In this video, we do some school, host Lunch & LEGO, then unbox our brand new Playstation 5. Greg's World is my video journal ...",2026-01-22 06:40:56.340379
playstation 5,/watch?v=xOvFOSOoR8o&pp=ygUNcGxheXN0YXRpb24gNdIHCQmHCgGHKiGM7w%3D%3D,/@dailyhubranx,Daily HUBRANX ,SONY Just SHOCKED Us! PLAYSTATION 5 NEWS,15K views,3 months ago,Let's be close friends and support the content! https://www.youtube.com/channel/UCKfks-0u2q8Lyu4TMun09eA/join X/Twitter: ...,2026-01-22 06:40:56.341784
playstation 5,/watch?v=Vn_VuUGyLiI&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@NextGenGamers-k6x,NextGenGamers,20 New PS5 GAMES Coming in 2026 or 2027 With AMAZING NEXT GEN GRAPHICS,309K views,1 month ago,"In this video, I'm breaking down 20 highly anticipated PlayStation 5 games launching in 2026 and 2027 that will blow your mind ...",2026-01-22 06:40:56.343228
playstation 5,/watch?v=Ivl4QzcQkxQ&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@pushsquare,Push Square,10/10 PS5 Games That We Think Are Perfect | PlayStation 5,48K views,1 month ago,These are the 10 perfect PS5 games that have earned the full 10/10 score on Push Square across the PS5 generation.,2026-01-22 06:40:56.344705
playstation 5,/watch?v=-AMN69-GB-M&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@tcmfgamesofficial,TCMFGamesOFFICIAL,PLAYSTATION 5 - HUGE : PS6 DELAY PAST 2028 !? / BIG PS PLUS CHANGE THIS WEEK ! / PS5 HITS GREAT MIL…,13K views,3 weeks ago,Channel Topics * Playstation 6 PS6 release date news leaks rumors * PS Plus January 2026 * PS Plus PS4 Games 2026 * PS5 ...,2026-01-22 06:40:56.345926
playstation 5,/watch?v=Z6UH86_rNaw&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@DharMann,Dhar Mann Studios,"Kid LIES TO DAD For PLAYSTATION 5, What Happens Is Shocking | Dhar Mann",16M views,3 years ago,"New JAY & MIKEY SERIES Out Now, watch here: ...",2026-01-22 06:40:56.347174
playstation 5,/watch?v=1BU4VXofbQk&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,PlayStation 5 - Same Immersive Power. New Slimmer Size.,3.3M views,2 years ago,PlayStation®5 Console Play Like Never Before® The PS5® console unleashes new gaming possibilities that you never ...,2026-01-22 06:40:56.348264
playstation 5,/watch?v=he6xyl_MHXY&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@DIYPerks,DIY Perks,Building the WORLDS FIRST PlayStation 5 slim,22M views,3 years ago,"The PlayStation 5 is a BIG console... let's fix that! Also, visit http://dbrand.com/diydarkplates if you'd like to customise your own PS5 ...",2026-01-22 06:40:56.349840
playstation 5,/watch?v=EI7GD2RPQs8&t=373s&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SpawnPoiint,SpawnPoiint,PlayStation Plus in 2026 - Everything you NEED to know,452K views,1 month ago,"PlayStation Plus in 2026, do you actually need it? With new updates, new games, new tiers, new pricing and new features, do you ...",2026-01-22 06:41:03.599189
playstation 5,/watch?v=175XWulP__Q&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,"Halo: Campaign Evolved - ""The Silent Cartographer"" Trailer | PS5 Games",986K views,2 months ago,"Halo: Campaign Evolved, coming to PlayStation 5 in 2026, is a faithful yet modernized remake of Halo: Combat Evolved's ...",2026-01-22 06:41:03.599888
playstation 5,/watch?v=KPgBMPkWXeg&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Cloud Streaming for PS5 Games on PlayStation Portal,395K views,2 months ago,"PlayStation Portal™ remote player* just got even better with the official arrival of Cloud Streaming for PS5® games**, 3D Audio ...",2026-01-22 06:41:03.600490
playstation 5,/watch?v=YWq8WRVjkS8&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@Life_ofshubh,Life of Shubh,PS5 Disc vs Digital – Don’t Buy the Wrong One!,145K views,2 months ago,Buy PS5 Slim disk: https://amzn.to/48WQuYL https://amzn.to/47zJnmK Buy PS5 Slim Digital: https://amzn.to/3JgLZhg ...,2026-01-22 06:41:03.601416
playstation 5,/watch?v=c4k-mKfUdtw&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@austinevans,Austin Evans,I Bought the Ultimate PS5 Setup,2.3M views,2 years ago,Subscribe for more! https://www.youtube.com/austinevans TikTok: https://www.tiktok.com/@austintechtips Instagram: ...,2026-01-22 06:41:03.602343
playstation 5,/watch?v=dYd2LQzOi1Q&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@MarioBricks,MarioBricks,Fixing a PS5 in Astro Bot,15M views,1 year ago,Fixing a PS5 in Astro Bot and turning it into a space ship. ASTRO BOT wins game of the year 2024! 100% of the content found on ...,2026-01-22 06:41:03.602941
playstation 5,/watch?v=X-FYZjmjEck&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@aqibullahvlogs7172,Aqib Ullah Vlogs,Playstation 5 Unboxing and Setup | Ps5 New Gameplay,409K views,4 years ago,Playstation 5 unboxing and setup | Ps5 New Gameplay In this video I will be unboxing the new Sony playstation 5 game console.,2026-01-22 06:41:03.603933
playstation 5,/watch?v=76M44V0_Fck&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@IGN,IGN,What to Expect from PlayStation in 2026,297K views,2 weeks ago,"From PS5 exclusives such as Marvel's Wolverine and Saros, to third-party games that are coming to PlayStation like GTA 6 and ...",2026-01-22 06:41:03.604566
playstation 5,/watch?v=FOGGJ6IczOU&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@NextGenGamers-k6x,NextGenGamers,15 BEST PS5 Single-Player Games,173K views,1 month ago,15 BEST PS5 Single-Player Games You NEED to Play in 2025 | Ultimate PlayStation 5 Gaming Guide Discover the absolute best ...,2026-01-22 06:41:03.605448
playstation 5,/watch?v=7MJ6bnJ0WmI&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@DigitalFoundry,Digital Foundry,"PlayStation 5 Pro: Year One - Was It Worth It? The Best/Worst Games, PSSR + More - DF Direct Special",234K views,2 months ago,Thanks to MSI for sponsoring this content. Learn more about MSI's Black Friday discounts here: https://msi.gm/S86F5A69 At the ...,2026-01-22 06:41:03.606326
playstation 5,/watch?v=lIARFOZJeds&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStationEmpire,PlayStationEmpire ,NEW PlayStation 5 GAMES (Trailer) 4K | Upcoming GAMES 2026,4.3K views,2 weeks ago,The next wave of PlayStation 5 games arriving in 2026 is pushing immersion further than ever before. Developers are focusing on ...,2026-01-22 06:41:03.607187
playstation 5,/watch?v=7gJLVQy-bvM&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Adaptive Triggers | PS5,2.4M views,4 years ago,"https://www.playstation.com/en-us/ps5/ Get to grips with immersive adaptive triggers, featuring dynamic resistance levels which ...",2026-01-22 06:41:03.607806
playstation 5,/watch?v=GaElJ75QQJQ&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,Astro Bot DualSense Controller Reveal | PS5,1.9M views,1 year ago,https://blog.playstation.com/2024/07/29/first-look-astro-bot-limited-edition-dualsense-wireless-controller/ Whizz through the galaxy ...,2026-01-22 06:41:03.608404
playstation 5,/watch?v=OA6YwBSZXBE&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@RoundersTech,Rounder's Tech,"GTA 5 PS5 unboxing , installation and gameplay (PS5 60fps gameplay)",2.3M views,1 year ago,GTA 5 on playstation 5 (unboxing installation and gameplay playstation 5 test and 60fps gameplay) if you guys like this video so ...,2026-01-22 06:41:03.609009
playstation 5,/watch?v=mjaDoSo_S6w&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@pushsquare,Push Square,Top 10 Best PS5 Games Of 2025 | PlayStation 5,50K views,2 weeks ago,"Here are Push Square's top 10 best ps5 games of 2025, including our nominated game of the year! This list was decided by a ...",2026-01-22 06:41:03.609867
playstation 5,/watch?v=lr7m-iFhErY&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@tcmfgamesofficial,TCMFGamesOFFICIAL,PLAYSTATION 5 - GOD OF WAR 2027 NEWS / NEW MAJOR PSN PS5 CHANGE BY SONY ! / GOD OF WAR PS6 PORTABLE…,17K views,5 days ago,Channel Topics * God of War Egypt * God of War Atreus * Cory Barlog PS5 Game * Amazon God of War Show * God of War 2026 ...,2026-01-22 06:41:03.610539
playstation 5,/watch?v=yTJXJ_AUgnc&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@SAMTIME,SAMTIME,Sony Reacts to Unfixable PS5 Jailbreak Leak,451K views,2 weeks ago,The PS5 Boot ROM keys have leaked online which brings hackers one step closer to jailbreaking the console and Sony one step ...,2026-01-22 06:41:03.611163
playstation 5,/watch?v=yaT7QKPzO3U&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@youjustboughta,You Just Bought A,You Just Bought A PS5: User Guide,679K views,3 years ago,The PS5 is a mammoth video game console with all kinds of great games to play. We talk through everything you need to know to ...,2026-01-22 06:41:03.611751
playstation 5,/watch?v=pyS909TVyQY&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,The God Slayer - Gameplay Trailer | PS5 Games,2M views,1 month ago,"Enter an Eastern-inspired steampunk metropolis where gods known as Celestials reign with a divine fist. In this open-world RPG, ...",2026-01-22 06:41:03.612360
playstation 5,/watch?v=SzvJWD1I13E&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@pushsquare,Push Square,Top 20 Most Anticipated PS5 Games Of 2026 | PlayStation 5,18K views,5 days ago,"We asked the readers of Push Square what their most anticipated PS5 games of 2026 were. Thousands voted, making up a ...",2026-01-22 06:41:11.823290
playstation 5,/watch?v=o2eYfvciS_E&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStation,PlayStation,HYPERPOP Collection | PS5 & PC,357K views,2 weeks ago,Play loud. Look louder with the HYPERPOP Collection. Striking DualSense® wireless controllers and PS5® console covers in ...,2026-01-22 06:41:11.824414
playstation 5,/watch?v=nIs2ItllFpY&pp=ygUNcGxheXN0YXRpb24gNQ%3D%3D,/@PlayStationAccess,PlayStation Access,7 Essential Games Every PS5 Owner Needs In Their Collection,82K views,12 days ago,Did you get a PS5 for Christmas? Or are you looking for your next adventure? Whether you've had your PS5 for five minutes or ...,2026-01-22 06:41:11.826396
